token,count,suggested_usage,source_keywords,sample_titles
색상문의,6,검토 필요,"갤럭시 s25, 갤럭시 s26",SS급~S급)갤럭시 S25+ 256/512G 색상문의 | SS급~S급)갤럭시 S24+ 256/512 색상문의 | SS급~S급)갤럭시 S24 256/512 색상문의
68992,6,검토 필요,"갤럭시 s26, 갤럭시 s25",갤럭시S24FE 256기가 그라파이트 부산중고폰 팝니다 68992 김해
팜니다,5,검토 필요,"갤럭시 s25 울트라, 갤럭시 s25, 닌텐도 스위치",갤럭시 S25울트라1tb 블랙 팜니다 | 갤럭시 S25울트라 블랙 1테라 자급제 팜니다 | 닌텐도 스위치 포켓몬 레전드 ZA 한글판 팜니다
qi2,5,검토 필요,"갤럭시 s25 울트라, 갤럭시 s25, 갤럭시 s26 울트라, 갤럭시 s26, 애플워치",갤럭시 S25 울트라 아라리 맥세이프 투명케이스 qi2 ready 25U | 슈피겐 Qi2 인증 갤럭시 맥세이프 케이스 초슬림 카본 에어스킨아라미드 맥핏 블랙 갤럭시S26 울트라 | 노존 QI2 고속충전 3IN1거치대 무선 애플 워치용충전기 판매 합니다.
임대,5,검토 필요,"갤럭시 s25 울트라, 갤럭시 s25, 아이폰 16, 맥북, 닌텐도 스위치",[대여]갤럭시S25 울트라 1일 단기 렌탈 임대 콘서트폰 빌리팩토리 | [대여]아이폰16프로 1일 단기 렌탈 임대 하객 스냅샷 결혼식 촬영 | [대여]맥북프로14 M3 1일 단기 렌탈 임대 웹 디자인 그래픽 작업
수트,5,검토 필요,"갤럭시 s25 울트라, 갤럭시 s25",삼성 갤럭시 S25 울트라 카인드 수트 케이스 그레이 | 갤럭시 S25 울트라 플립 수트 카드 케이스 (미개봉) | (미개봉/정품)갤럭시 S25 엣지 카인드 수트 정품 케이스
카드케이스,5,검토 필요,"갤럭시 s25 울트라, 갤럭시 s25, 아이폰 16, 아이폰 17, 아이폰 15",갤럭시 s25 울트라 투명 카드케이스 | 미개봉 아이폰16프로 카드케이스 | 아이폰17 젤리케이스 및 카드케이스 6개일괄(택배비무료)
b등급,5,검토 필요,"아이패드, 갤럭시 s25 울트라, 갤럭시 s25",[B등급] 갤럭시 S25 울트라 512GB 실버 | [B등급] 아이패드 프로 9.7 128GB Wi-Fi Space Gray | [B등급] 아이패드 10세대 64GB Wi-Fi Silver
1327,5,검토 필요,"갤럭시 s25 울트라, 갤럭시 s25, 갤럭시 s26 울트라, 갤럭시 s26",(1327)갤럭시s25울트라 256s급 깨끗한기기 판매 | (1327)갤럭시s26울트라 256 s급 깨끗한기기 판매
티타늄실버,5,검토 필요,"갤럭시 s25, 갤럭시 s25 울트라, 갤럭시 s26 엣지, 갤럭시 s26",갤럭시s25울트라 티타늄실버 256 | 갤럭시s25엣지 티타늄실버 256기가 A급 | 갤럭시S25엣지 256기가 티타늄실버 자급제 판매
98만원,5,검토 필요,"갤럭시 s25 울트라, 갤럭시 s25",[98만원] 갤럭시S25울트라 512기가
방탄,5,검토 필요,"갤럭시 s25 울트라, 갤럭시 s25, 아이폰 16, 아이폰 15, 갤럭시 s26",방탄 카드젤리 최선은 다했답니다! 갤럭시 S25 울트라 케이스 핸드폰케이스 투명케이스 핸드폰카드 휴대폰카드 | 아이폰16 강화유리 방탄 필름 금강불괴 아이몰 imall | [미개봉/새제품]아이폰15 프로 맥스 엘토르 방탄 폰스트랩 케이스
폴드6,5,검토 필요,"갤럭시 s25, 갤럭시 s25 울트라, 갤럭시 s25 플러스, 갤럭시 s26",갤럭시 S25플러스 512GB로 S25 울트라 또는 폴드6 교환 | 삼성 갤럭시 S26 S25 S24 폴드6 7 플립5 6 7 정품
61070,5,검토 필요,"갤럭시 s25 플러스, 갤럭시 s25, 갤럭시 s26",A급) 갤럭시S25+플러스 256G 블루 61070
4858,5,검토 필요,"갤럭시 s25 플러스, 갤럭시 s25, 갤럭시 s26",(4858)갤럭시s25플러스 256 판매
동일기종대비,5,검토 필요,"갤럭시 s25 플러스, 갤럭시 s25, 아이폰 16, 아이폰 17 프로, 아이폰 17",갤럭시S25플러스 네이비색상 256용량 25년6월개통 미파손 무잔상 동일기종대비 가성비 꿀매물 판매합니다 | 아이폰16프로 블랙티타늄 128용량 미파손 무잔상 동일기종대비 최저가 상태좋은폰 판매 | 아이폰17프로 네이비색상 256용량 배터리100% 미파손 무잔상 동일기종대비 저렴한단말기
버즈4,5,검토 필요,"갤럭시 s26, 갤럭시 s25 플러스, 갤럭시 s25","갤럭시 S25 엣지, 갤럭시탭 S9 플러스 5G, 갤럭시 버즈4 | 명조 갤럭시s26 치사에디션 버즈4,버즈프로 케이스 | S26 할인쿠폰 갤럭시 버즈4 버즈4프로 10%"
61005,5,검토 필요,"갤럭시 s25, 갤럭시 s26",A급) 갤럭시S25 512G 무잔상 블루 61005
공용,5,검토 필요,"다이슨, 갤럭시 s25, 닌텐도 스위치",새상품 갤럭시 s24~s25 공용 핸드폰 케이스 다이어리 지갑 케이스 | 닌텐도 스위치 oled 라이트 공용 조이스틱 케이스 6개 | 다이슨 V7 ~ V11 공용 연장관 완드봉 작동잘됩니다
후면,5,검토 필요,"애플워치, 갤럭시 s25, 아이폰 16, 플스5",갤럭시 S25 24 23 22 21 20 후면 카드 포켓 다이어리 케이스 | 아이엠듀 아이폰16 카메라 후면 투명 카메라보호필름 | 애플워치7 에르메스 45mm 실버 후면 파손
21,5,product_token_dictionary model 후보,"갤럭시 s25, 플스5, 갤럭시 s26",갤럭시 S25 24 23 22 21 20 후면 카드 포켓 다이어리 케이스 | 갤럭시 S25 24 23 22 21 20 10 다이어리 케이스 컬러 그린 | 플스5 21 신공정 버전 디지털 슬림 박스풀 S급
블루색상,5,검토 필요,"갤럭시 s25, 아이패드, 아이폰 16, 갤럭시 s26",삼성 갤럭시s25+ 256gb 블루색상 | 아이폰 5c 블루색상 16gb | 미개봉 아이패드 A16 128gb 블루색상
체리,5,검토 필요,"아이폰 16, 갤럭시 s25, 아이폰 17, 아이폰 15",갤럭시s25 어프어프 에폭시 범퍼 체리 바다 케이스 | Roarua 체리 케이스 아이폰 16프로 | 플리즐리 체리 리본 케이스 아이폰 16 프로
쉐도우,5,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s26 울트라, 아이폰 16",갤럭시 S25 실버 쉐도우 256G 공박스 | 갤럭시 S26 울트라 512G 자급제 실버 쉐도우 판매합니다 | z 플립 6 실버 쉐도우 -> 아이폰 15/16 교환
몰티즈,5,검토 필요,"갤럭시 s25, 아이폰 17 프로, 아이폰 17, 아이폰 15, 아이폰 16","몰티즈 앤 리트리버 폰케이스 (갤럭시 s24, s25) | 케이스티파이 몰티즈 아이폰17프로 케이스 팝니다 | 아이폰15프로맥스 몰티즈 케이스티파이 케이스"
포항,5,검토 필요,"갤럭시 s25, 갤럭시 s26",삼성 갤럭시 S25 256GB 울진중고폰 포항 대구 경주 | 갤럭시S23FE 256기가 크림 부산중고폰 01769 김해 인천 포항 | A급. 갤럭시S21 256기가 자급제 부산중고폰 팝니다 38920 포항
지문방지,5,검토 필요,"갤럭시 s25, 갤럭시 s26 울트라, 갤럭시 s26, 아이폰 16, 맥북","갤럭시 강화유리필름 사생활보호+지문방지 2매, s24+ s25+ | 갤럭시 S26울트라 사생활보호 액정보호필름 강화유리 지문방지 휴대폰 스마트폰 | 사생활보호/지문방지 강화유리 보호필름(아이폰 16프로맥스)"
실크,5,검토 필요,"갤럭시 s25, 아이폰 16, 아이폰 17 프로, 아이폰 17, 다이슨",갤럭시 S25 S24 휴대폰 액정보호 강화유리 실크 | 아이폰 16프로 휴대폰 실크 인쇄 풀커버 강화유리 필름 | 림보 LIMBO 아이폰17프로 맥세이프 실버 실크 케이스 새제품급(노박)
기타,5,검토 필요,"갤럭시 s25, 갤럭시 s26 울트라, 갤럭시 s26, 애플워치, 닌텐도 스위치","[갤럭시S25] 노스필드 악기;예배의 도구 기타 케이스(실버 맥세이프) | 갤럭시 s26 울트라 512GB 외 기타 구성품 일괄판매 | 애플워치6 4m(스페이스그레이, 블랙스포츠밴드) *수면측정 및 운동용 기타 백업용 부품용"
기본,5,검토 필요,"아이폰 16, 갤럭시 s25, 아이패드, 애플워치",갤럭시 S25 기본 케이스 커피콩 | 아이폰 16 기본 화이트 256GB | 아이폰 16(기본) 케이스티파이 어린 왕자 맥세이프 폰 케이스
러기드,5,검토 필요,"아이폰 15, 갤럭시 s25, 갤럭시워치, 아이폰 17 프로 맥스, 아이폰 17 프로, 아이폰 17",갤럭시 S25 러기드 케이스 | 노마드(아이폰15프로) 러기드 케이스 | 러기드 아머 프로 시계 케이스(갤럭시워치844mm)
유심기변,5,검토 필요,"갤럭시 s25, 아이폰 16","[미개봉/새제품] 갤럭시 S25 256GB 아이스블루 판매합니다 (선약가능/유심기변) | [미개봉/새제품] 갤럭시 S25 엣지 256GB 티타늄아이스블루 판매합니다 (선약가능/유심기변) | (단순개봉, 유심기변 가능) 갤럭시S25엣지 256GB"
단말기,5,검토 필요,"갤럭시 s25, 아이폰 16",(62만원)갤럭시S25 실버 256G 깨끗한 AAA급 단말기 정상해지 완료 | (대용량)갤럭시S25 민트색상 512용량 미파손 무잔상 상태좋은 단말기 판매합니다 | (62만원) 갤럭시S25 아이스블루 256G 미파손 무잔상 단말기 정상해지 완료
2월개통,5,검토 필요,갤럭시 s25,(신폰급) 갤럭시 S25 512G 민트 25년 2월개통 액정무기스 무찍힘 정상해지폰 70만팝니다@ | (특SSS급) 갤럭시 S25 512G 아이스블루 25년 2월개통 액정무기스 검수완료 공기계 70만팝니다@@ | (특SSS급) 갤럭시 S25 512G 민트 25년 2월개통 정상해지공기계 액정무기스 대용량폰 70만팝니다@
상태좋은단말기,5,검토 필요,"갤럭시 s25, 아이폰 16",(대용량)갤럭시S25 실버색상 512용량 미파손 무잔상 상태좋은단말기 판매 | 갤럭시S25엣지 블랙색상 256용량 미파손 무잔상 S급 25년9월개통 상태좋은단말기 | *대용량* 갤럭시S25 실버색상 512용량 미파손 무잔상 상태좋은단말기 정상해지공기계
65만,5,검토 필요,갤럭시 s25,갤럭시 S25 256GB 실버 판매합니다[65만] | *65만* 갤럭시 S25 실버 512기가 25년 2월개통 무잔상 액정무기스 상태깨끗한폰 판매합니다
충전기어댑터,5,검토 필요,"갤럭시 s26 울트라, 갤럭시 s26, 갤럭시 s25",갤럭시 S26 울트라 정품 클리어케이스와 25W 충전기어댑터 팝니다 | 갤럭시 S26 울트라 정품 클리어케이스와 25W 충전기어댑터 팝니다.
클리어케이스와,5,검토 필요,"갤럭시 s26 울트라, 갤럭시 s26, 갤럭시 s25",갤럭시 S26 울트라 정품 클리어케이스와 25W 충전기어댑터 팝니다 | 갤럭시 S26 울트라 정품 클리어케이스와 25W 충전기어댑터 팝니다.
아이폰17프로있나요,5,검토 필요,"아이폰 17 프로, 아이폰 17, 갤럭시 s26 울트라, 갤럭시 s26",갤럭시s26울트라랑 교환하실 아이폰17프로있나요 | 갤럭시26울트랑 교환하실 아이폰17프로있나요
교환하실,5,검토 필요,"아이폰 17 프로, 아이폰 17, 갤럭시 s26 울트라, 갤럭시 s26",갤럭시s26울트라랑 교환하실 아이폰17프로있나요 | 갤럭시26울트랑 교환하실 아이폰17프로있나요
팔아영,5,검토 필요,"갤럭시 s26 울트라, 갤럭시 s26, 갤럭시 s25",미개봉 새제품 자급제 갤럭시 s26 울트라 256gb 팔아영
고객님,5,검토 필요,"갤럭시 s26, 갤럭시 s26 울트라, 아이폰 17, 아이폰 15",(갤럭시 S26 울트라 256G) 두*빔 고객님 | 오리너구리*1 고객님 ^^ (갤럭시 s26 256G) | (아이폰17 256G) 상점127**179호 고객님
버즈3,5,검토 필요,"갤럭시 s26, 갤럭시워치, 갤럭시 s26 울트라","삼성 버즈3, 갤럭시링, 25W충전기, S26울트라 클리어케이스 판매 | 갤럭시s26 512gb + 버즈3 + 25w어댑터 일괄 판매 | 삼성 갤럭시 워치6 40mm (Bluetooth) 모델 & 갤럭시 버즈3"
스토어,5,검토 필요,"플스5, 갤럭시 s26 울트라, 갤럭시 s26",붕괴 스타레일 삼성 스토어 한정 갤럭시 S26 울트라 키레네 액세서리 에디션 미개봉 미사용 새상품 | 플레이스테이션 스토어 기프트카드 5만원권 예약판매 | 플레이스테이션 스토어 기프트카드 5만원 권 예약판매
드림,5,검토 필요,"갤럭시 s26, 갤럭시 s26 울트라, 아이폰 17 프로, 아이폰 17",케이스티파이 갤럭시S26 울트라 메탈릭 드림 케이스 | 아이폰17프로 드림 하트 케이스 | [미개봉 자급제] 갤럭시 s26 512기가 정품 케이스 충전기 드림
아이폰4s,5,검토 필요,아이폰 16,상태 S급!!  애플 iPhone4s 아이폰4s   16GB | 애플 iPhone4s 아이폰4s   16GB | 아이폰4S 16GB 소장 S급
new,5,검토 필요,"플스5, 아이폰 16, 닌텐도 스위치, 다이슨",[Apple]NEW 아이폰16프로 신상품 미개봉 특가 판매중 | 닌텐도 스위치 New 포켓몬 스냅 | PS4 (초회미사용) New 모두의 골프 한글 팜 플스4 ps5 플스5
포차코,5,검토 필요,"아이폰 16, 아이폰 17",1개 서비스)아이폰16프로맥스 포차코/소울굿즈 케이스티파이 판매해요. | 서비스 1개)아이폰16프로맥스 케이스티파이 포차코/소울굿즈 | 케이스티파이 포차코 케이스 아이폰17
16프로케이스,5,검토 필요,"아이폰 16, 아이폰 17 프로, 아이폰 17",아이폰 16프로케이스 새것 | 케이스티파이 하트 아이폰 16프로케이스 | 아이폰17케이스2개+16프로케이스+보호필름4개
강아지,5,검토 필요,"아이패드, 아이폰 16, 아이폰 17, 아이폰 15",CASETiFY 말티즈 강아지 아이폰 16pro 케이스 | 아이폰 17 도트 핸드폰 케이스 폰케이스 휴대폰 아이폰17 핑크 강아지 | 아이폰15프로 맥세이프 실리콘 케이스 강아지
여러개,5,검토 필요,"아이폰 16, 닌텐도 스위치, 다이슨",누아트 투명 휴대폰 케이스 여러개\아이폰16 | 아이폰 16프로 케이스 판매 (여러개) | 닌텐도 스위치 칩 여러개 팝니다
누아트,5,검토 필요,"아이패드, 아이폰 16, 에어팟 프로, 애플워치",누아트 투명 휴대폰 케이스 여러개\아이폰16 | 미사용 누아트 아이패드 Air 4세대 펜슬 수납 스마트커버 케이스 | 미사용 누아트 아이패드 Air 4세대 펜슬 수납 케이스
체인,5,검토 필요,"아이폰 16, 애플워치, 닌텐도 스위치, 아이폰 17",샤넬 24SS 아이폰 아이폰 16 체인 스트랩 케이스 블랙 | 267001676 케이스티파이X마뗑킴 데님 진주 체인 아이폰16 케이스 | 윌러앤코 애플워치4 체인 스트랩 풀세트
에이블리,5,검토 필요,"아이폰 16, 아이패드, 에어팟 프로",에이블리 아이폰16 실리콘 케이스 화이트 | 에이블리 파라파라 parapara 아이폰16 에폭시 폰케이스 | 에이블리 아이폰 16 pro 프로 케이스 2개
4color,5,검토 필요,아이폰 16,[바로배송|배터리100%]아이폰6s 16GB (4color) | [특가할인/배터리100%] 아이폰6s 16GB~128GB (4color) | [A급/당일발송] 아이폰6s Plus 16GB~128GB (4color)
신용확실,5,검토 필요,"아이폰 16, 아이폰 15",아이폰16 목업 팝니다.목각.연출용.후기많음.신용확실 | 아이폰16 목업 팝니다.연출용.목각.후기많음.신용확실 | 아이폰15프로맥스 목업팝니다.연출용.신용확실.후기많음
밧데리90프로,5,검토 필요,아이폰 16,아이폰16 128G  밧데리90프로 무잔상 선약가능 상태최상 ^^ | 아이폰16 128G 밧데리90프로 무잔상 선약가능 상태최상 ^^
뮤즈무드,5,검토 필요,"아이폰 16, 아이폰 17, 아이폰 15",아이폰16프로 케이스 / 뮤즈무드 케이스 | 뮤즈무드 아이폰16프로 케이스 love letter muse mood | 뮤즈무드 Island (bumper) 아이폰16 케이스
루멘,5,검토 필요,아이폰 16,아이폰 16프로맥스 오타박스 루멘 케이스(블랙) | 오터박스 루멘 아이폰16프로맥스 맥세이프 케이스
코리아,5,검토 필요,"다이슨, 아이폰 16, 아이폰 15","네고 코리아 핸드폰 강화유리 액정필름 아이폰16E,14,13,13프로 원 | [애플 코리아]아이폰15플러스256기가[새상품/미개봉/정품] | 다이슨 코리아 정품 롱배럴 신형 40mm 양방향 미개봉(아이언/니켈)"
갸루,5,검토 필요,"아이폰 16, 아이패드",아이폰 16promax 지뢰계 케이스 양산형 양지뢰 네일팁 갸루 폰케이스 | 아이폰 16프로 데코덴 케이스 갸루 양산형 | (미사용) 헬로키티 갸루 아이패드 프로 12.9 케이스
양지뢰,5,검토 필요,"아이폰 16, 에어팟 프로, 닌텐도 스위치",아이폰 16promax 지뢰계 케이스 양산형 양지뢰 네일팁 갸루 폰케이스 | 양지뢰 에어팟 프로2 케이스 | 처분 닌텐도 스위치 OLED 양지뢰 고양이 커버 커스텀 케이스 판매
로고,5,검토 필요,"아이폰 17, 아이폰 16, 아이폰 15, 맥북",아이폰16프로 케이스티파이 넷플릭스 로고 맥세이프 링 스탠드 폰 케이스 | [아이폰17]  애플 로고 실리콘 케이스 화이트 | 샤넬 로고 아이폰17 케이스 2개세트
12미니,5,검토 필요,"애플워치, 아이폰 16, 아이폰 17, 에어팟 프로",아이폰 12미니 128G ios 16.2 | (계정초기화 했음)아이폰 12미니 화이트 64GB 팔아요! (직거래17만 | 아이폰 12미니 13미니 에어팟 프로1 프로2 애플워치 스트랩 케이스
